cmd_id,origin_cycle,ts_sent,breaker_DT
1,6,1780243266.766101,1:1;2:1;3:1;4:1;5:1
2,7,1780243267.775418,1:1;2:1;3:1;4:1;5:1
3,8,1780243268.786507,1:1;2:1;3:1;4:1;5:1
4,9,1780243269.883196,1:1;2:1;3:1;4:1;5:1
5,10,1780243270.908823,1:1;2:1;3:1;4:1;5:1
6,11,1780243271.925398,1:1;2:1;3:1;4:1;5:1
7,12,1780243272.931403,1:1;2:1;3:1;4:1;5:1
8,13,1780243273.989620,1:1;2:1;3:1;4:1;5:1
9,14,1780243274.994996,1:1;2:1;3:1;4:1;5:1
10,15,1780243275.995737,1:1;2:1;3:1;4:1;5:1
11,16,1780243276.994603,1:1;2:1;3:1;4:1;5:1
12,17,1780243278.144932,1:1;2:1;3:1;4:1;5:1
13,18,1780243279.140643,1:1;2:1;3:1;4:1;5:1
14,19,1780243280.149750,1:1;2:1;3:1;4:1;5:1
15,20,1780243281.156797,1:1;2:1;3:1;4:1;5:1
16,21,1780243282.202397,1:1;2:1;3:1;4:1;5:1
17,22,1780243283.199807,1:1;2:1;3:1;4:1;5:1
18,23,1780243284.205425,1:1;2:1;3:1;4:1;5:1
19,24,1780243285.205823,1:1;2:1;3:1;4:1;5:1
20,25,1780243286.255605,1:1;2:1;3:1;4:1;5:1
21,26,1780243287.250757,1:1;2:1;3:1;4:1;5:1
22,27,1780243288.256292,1:1;2:1;3:1;4:1;5:1
23,28,1780243289.268339,1:1;2:1;3:1;4:1;5:1
24,29,1780243290.303255,1:1;2:1;3:1;4:1;5:1
25,30,1780243291.306128,1:1;2:1;3:1;4:1;5:1
26,31,1780243292.312928,1:1;2:1;3:1;4:1;5:1
27,33,1780243293.708573,1:1;2:1;3:1;4:1;5:1
28,34,1780243294.676639,1:1;2:1;3:1;4:1;5:1
29,35,1780243295.685327,1:1;2:1;3:1;4:1;5:1
30,35,1780243296.705250,1:1;2:1;3:1;4:1;5:1
31,37,1780243297.785219,1:1;2:1;3:1;4:1;5:1
32,38,1780243298.768876,1:1;2:1;3:1;4:1;5:1
33,39,1780243299.774634,1:1;2:1;3:1;4:1;5:1
34,40,1780243300.999102,1:1;2:1;3:1;4:1;5:1
35,41,1780243301.986650,1:1;2:1;3:1;4:1;5:1
36,41,1780243303.050705,1:1;2:1;3:1;4:1;5:1
37,43,1780243304.062102,1:1;2:1;3:1;4:1;5:1
38,44,1780243305.068247,1:1;2:1;3:1;4:1;5:1
39,45,1780243306.481031,1:1;2:1;3:1;4:1;5:1
40,47,1780243307.510543,1:1;2:1;3:1;4:1;5:1
41,48,1780243308.520718,1:1;2:1;3:1;4:1;5:1
42,48,1780243309.556558,1:1;2:1;3:1;4:1;5:1
43,50,1780243310.566513,1:1;2:1;3:1;4:1;5:1
44,51,1780243311.636330,1:1;2:1;3:1;4:1;5:1
45,51,1780243312.680018,1:1;2:1;3:1;4:1;5:1
46,52,1780243313.665048,1:1;2:1;3:1;4:1;5:1
47,53,1780243314.686472,1:1;2:1;3:1;4:1;5:1
48,54,1780243315.676209,1:1;2:1;3:1;4:1;5:1
49,55,1780243316.840295,1:1;2:1;3:1;4:1;5:1
50,56,1780243317.799526,1:1;2:1;3:1;4:1;5:1
51,57,1780243318.911130,1:1;2:1;3:1;4:1;5:1
52,58,1780243320.186954,1:1;2:1;3:1;4:1;5:1
53,59,1780243320.833176,1:1;2:1;3:1;4:1;5:1
54,60,1780243321.701045,1:1;2:1;3:1;4:1;5:1
55,61,1780243322.692123,1:1;2:1;3:1;4:1;5:1
56,62,1780243324.328633,1:1;2:1;3:1;4:1;5:1
57,63,1780243325.363525,1:1;2:1;3:1;4:1;5:1
58,64,1780243326.345496,1:1;2:1;3:1;4:1;5:1
59,65,1780243327.347903,1:1;2:1;3:1;4:1;5:1
60,66,1780243328.354825,1:1;2:1;3:1;4:1;5:1
61,67,1780243328.780435,1:1;2:1;3:1;4:1;5:1
62,68,1780243329.731482,1:1;2:1;3:1;4:1;5:1
63,69,1780243330.707971,1:1;2:1;3:1;4:1;5:1
64,70,1780243331.716464,1:1;2:1;3:1;4:1;5:1
65,71,1780243332.705135,1:1;2:1;3:1;4:1;5:1
66,72,1780243333.755791,1:1;2:1;3:1;4:1;5:1
67,74,1780243334.778057,1:1;2:1;3:1;4:1;5:1
68,75,1780243335.750821,1:1;2:1;3:1;4:1;5:1
69,76,1780243336.798491,1:1;2:1;3:1;4:1;5:1
70,77,1780243337.778905,1:1;2:1;3:1;4:1;5:1
71,78,1780243338.790834,1:1;2:1;3:1;4:1;5:1
72,79,1780243339.812409,1:1;2:1;3:1;4:1;5:1
73,80,1780243340.803445,1:1;2:1;3:1;4:1;5:1
74,81,1780243341.808979,1:1;2:1;3:1;4:1;5:1
75,82,1780243342.844086,1:1;2:1;3:1;4:1;5:1
76,83,1780243343.836069,1:1;2:1;3:1;4:1;5:1
77,84,1780243344.839961,1:1;2:1;3:1;4:1;5:1
78,85,1780243346.036280,1:1;2:1;3:1;4:1;5:1
79,86,1780243347.039681,1:1;2:1;3:1;4:1;5:1
80,86,1780243348.094826,1:1;2:1;3:1;4:1;5:1
81,87,1780243349.099485,1:1;2:1;3:1;4:1;5:1
82,88,1780243350.092802,1:1;2:1;3:1;4:1;5:1
83,90,1780243351.204201,1:1;2:1;3:1;4:1;5:1
84,91,1780243352.810747,1:1;2:1;3:1;4:1;5:1
85,91,1780243353.795135,1:1;2:1;3:1;4:1;5:1
86,92,1780243354.803324,1:1;2:1;3:1;4:1;5:1
87,94,1780243355.836285,1:1;2:1;3:1;4:1;5:1
88,95,1780243356.856503,1:1;2:1;3:1;4:1;5:1
89,96,1780243357.863966,1:1;2:1;3:1;4:1;5:1
90,96,1780243358.833960,1:1;2:1;3:1;4:1;5:1
91,98,1780243359.841909,1:1;2:1;3:1;4:1;5:1
92,99,1780243360.958372,1:1;2:1;3:1;4:1;5:1
93,100,1780243361.923586,1:1;2:1;3:1;4:1;5:1
94,100,1780243362.925213,1:1;2:1;3:1;4:1;5:1
95,101,1780243363.951993,1:1;2:1;3:1;4:1;5:1
96,102,1780243364.928632,1:1;2:1;3:1;4:1;5:1
97,103,1780243365.928514,1:1;2:1;3:1;4:1;5:1
98,104,1780243366.934778,1:1;2:1;3:1;4:1;5:1
99,106,1780243367.952684,1:1;2:1;3:1;4:1;5:1
100,107,1780243368.942751,1:1;2:1;3:1;4:1;5:1
101,108,1780243369.934699,1:1;2:1;3:1;4:1;5:1
102,109,1780243370.945066,1:1;2:1;3:1;4:1;5:1
103,110,1780243371.966175,1:1;2:1;3:1;4:1;5:1
104,110,1780243372.935938,1:1;2:1;3:1;4:1;5:1
105,111,1780243373.964773,1:1;2:1;3:1;4:1;5:1
106,112,1780243374.966309,1:1;2:1;3:1;4:1;5:1
107,113,1780243375.960541,1:1;2:1;3:1;4:1;5:1
108,114,1780243376.977591,1:1;2:1;3:1;4:1;5:1
109,116,1780243377.981775,1:1;2:1;3:1;4:1;5:1
110,116,1780243378.993861,1:1;2:1;3:1;4:1;5:1
111,117,1780243379.991821,1:1;2:1;3:1;4:1;5:1
112,118,1780243381.031123,1:1;2:1;3:1;4:1;5:1
113,119,1780243382.002854,1:1;2:1;3:1;4:1;5:1
114,120,1780243383.023857,1:1;2:1;3:1;4:1;5:1
